Collector (PI),field_number,Genus,Species,subspecies,needs_confirmation,order,sex,mass (g),date,Country,Departament,Municipio,Locality,vereda,reserva,Latitude_Original,Longitude_Original,elevation,Ectoparasite_sample,Ectoparsite Sampling Method,Ecotparasite Box Location (Cold Storage),ectoparasites_box,lice_total,Ecomorph Notes,lice ages,feather_mites_total,ticks_total,flies_total,fleas_total,others,Column
JMA,L+R R4,Phaethornis,syrmatophorus,,,Apodiformes,U,13.08,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,"Left R2 , Right R2+3",Phaethornis,syrmatophorus,,,Apodiformes,U,,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,Left R3 + Right R4,Aglaiocercus,coelestis,,,Apodiformes,M,11.38,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,Left R3+4,Phaethornis,syrmatophorus,,,Apodiformes,U,12.34,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,Left R4 + Right R3,Heliodoxa,imperatrix,,,Apodiformes,F,17.42,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,Right R2+4,Phaethornis,syrmatophorus,,,Apodiformes,U,13.72,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,Right R4,Anthracothorax,nigricollis,,,Apodiformes,M,13.98,2015-04-23T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'23.0'',076°04'40.8'',1600,NO,,,,,,,,,,,,
JMA,A2580,Mionectes,olivaceus,,,Passeriformes,U,,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2581,Myiotriccus,ornatus,,,Passeriformes,U,19.01,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2582,Mionectes,olivaceus,,,Passeriformes,U,25.04,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2583,Lophotriccus,pileatus,,,Passeriformes,U,17.76,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2584,Mionectes,olivaceus,,,Passeriformes,U,27.91,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,D560,Xiphorhynchus,erythropygius,,,Passeriformes,U,91.36,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,D561,Myrmeciza,sp.,,,Passeriformes,F,85.2,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,E168,Arremon,brunneinucha,,,Passeriformes,U,99.18,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,E169,Arremon,brunneinucha,,,Passeriformes,U,94.3,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,E170,Arremon,castaneiceps,,,Passeriformes,U,78.98,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,E171,Arremon,castaneiceps,,,Passeriformes,U,71.34,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,E172,Arremon,brunneinuncha,,,Passeriformes,U,105.32,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,E24,Myrmeciza,immaculata,,,Passeriformes,M,81.35,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,E846,Myrmotherula,schisticolor,,,Passeriformes,M,20.14,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,Left R3 + Right R4,Phaethornis,syrmatophorus,,,Apodiformes,U,12.73,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,"Left R4 , Right R3+4",Phaethornis,syrmatophorus,,,Apodiformes,U,11.47,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,Left R5,Eutoxeres,aquila,,,Apodiformes,U,,2015-04-30T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2584,Mionectes,striaticollis,,,Passeriformes,U,,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2585,Basileuterus,tristriatus,,,Passeriformes,U,28.71,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2586,Mionectes,olivaceus,,,Passeriformes,U,32.2,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2587,Mionectes,sp.,,,Passeriformes,U,,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2588,Mionectes,striaticollis,,,Passeriformes,U,27.21,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2589,Euphonia,xanthogaster,,,Passeriformes,U,29.93,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,C963,Conopophaga,castaneiceps,,,Passeriformes,M,53,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,D562,Cyphorhinus,thoracicus,,,Passeriformes,U,,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,I304,Aulacorhynchus,haematopygus,,,Piciformes,U,180,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,I305,Rupicola,peruvianus,,,Passeriformes,U,215,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,Left R3+5,Phaethornis,syrmatophorus,,,Apodiformes,U,13.2,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,Left R5,Phaethornis,syrmatophorus,,,Apodiformes,U,13.23,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,Left R5+4,Phaethornis,syrmatophorus,,,Apodiformes,U,13.5,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,Right R5,Phaethornis,syrmatophorus,,,Apodiformes,U,12.85,2015-05-01T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2096,Myiophobus,flavicans,,,Passeriformes,U,11.01,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,B10,Henicorhina,leucophrys,,,Passeriformes,U,16.68,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,D563,Scytalopus,sp.,,,Passeriformes,U,44.75,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,YES,,Universidad Icesi,"E3,57",4,,,0,0,,,,
JMA,I160,Aulacorhynchus,prasinus,,,Piciformes,F,NA,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,YES,,Universidad Icesi,"E2,81",0,,,0,0,,1,,
JMA,L+R R2,Aglaiocercus,coelestis,,,Apodiformes,M,,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,A2590,Dysithamnus,mentalis,,,Passeriformes,U,36.82,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2591,Glyphorynchus,spirurus,,,Passeriformes,U,26.05,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2592,Machaeropterus,deliciosus,,,Passeriformes,U,28.34,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2593,Mionectes,olivaceus,,,Passeriformes,U,23.45,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A2594,Mionectes,olivaceus,,,Passeriformes,U,28.25,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,A844,Basileuterus,tristriatus,,,Passeriformes,U,,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,B9,Henicorhina,leucophrys,,,Passeriformes,U,14.86,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,NO,,,,,,,,,,,,
JMA,C742,Myiothlypis,coronatus,,,Passeriformes,F,23.24,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,NO,,,,,,,,,,,,
JMA,C743,Myiothlypis,coronatus,,,Passeriformes,U,18.76,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,NO,,,,,,,,,,,,
JMA,C744,Myiothlypis,coronatus,,,Passeriformes,U,17.97,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,NO,,,,,,,,,,,,
JMA,C745,Tangara,vassorii,,,Passeriformes,U,17.15,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
JMA,C746,Tangara,vassorii,,,Passeriformes,U,18.07,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
JMA,C747,Tangara,vassorii,,,Passeriformes,U,16.73,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,NO,,,,,,,,,,,,
JMA,C748,Tangara,vassorii,,,Passeriformes,U,16.61,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,NO,,,,,,,,,,,,
JMA,E11,Dysithamnus,mentalis,,,Passeriformes,F,15.13,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,NO,,,,,,,,,,,,
JMA,E12,Dysithamnus,mentalis,,,Passeriformes,M,14.83,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
JMA,E542,Atlapetes,latinuchus,,,Passeriformes,U,27.96,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,NO,,,,,,,,,,,,
JMA,E581,Syndactyla,subalaris,,,Passeriformes,U,32.95,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,7640020,2463,NO,,,,,,,,,,,,
JMA,F524,Turdus,serranus,,,Passeriformes,M,85.1,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,NO,,,,,,,,,,,,
JMA,F525,Turdus,serranus,,,Passeriformes,M,79.16,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
JMA,L+R R2,Eutoxeres,aquila,,,Apodiformes,U,,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,Left R2 + Left R3,Phaethornis,syrmatophorus,,,Apodiformes,U,1179,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,Left R2 +Right R4,Eutoxeres,aquila,,,Apodiformes,U,21.36,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,Left R2 +Right R4,Aglaiocercus,coelestis,,,Apodiformes,U,,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,Left R2+3,Phaethornis,syrmatophorus,,,Apodiformes,U,1171,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,LR3 + RR4,Phaethornis,syrmatophorus,,,Apodiformes,U,13.62,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,NA,Coeligena,coeligena,,,Apodiformes,U,NA,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
JMA,NA,Coeligena,coeligena,,,Apodiformes,U,6.92,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
JMA,NA,Coeligena,coeligena,,,Apodiformes,F,5.76,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,7640020,2463,NO,,,,,,,,,,,,
JMA,NA,Phaethornis,syrmatophorus,,,Apodiformes,F,7.01,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
JMA,NA,Phaethornis,syrmatophorus,,,Apodiformes,U,NA,2015-05-04T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,NO,,,,,,,,,,,,
JMA,Right R2+5,Phaethornis,syrmatophorus,,,Apodiformes,U,12.03,2015-05-04T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'17.4'',076°05'02.2'',1300,NO,,,,,,,,,,,,
JMA,B15,Basileuterus,tristriatus,,,Passeriformes,U,13.82,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,C297,Hemispingus,frontalis,,,Passeriformes,U,13.85,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,7640020,2463,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,C736,Myadestes,ralloides,,,Passeriformes,M,29.76,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,C739,Myadestes,ralloides,,,Passeriformes,F,30.51,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,YES,,Universidad Icesi,"E3,2 ; E3,3",2,,,10,0,,,0,
JMA,E585,Xiphorhynchus,erythropygius,,,Passeriformes,U,41.96,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,YES,,Universidad Icesi,"E2,5",0,,,0,0,,1,,
JMA,F521,Turdus,serranus,,,Passeriformes,M,74.64,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,YES,,Universidad Icesi,"E3,9",5,,,0,0,,,0,
JMA,B14,Basileuterus,tristriatus,,,Passeriformes,U,13.6,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,NO,,,,,,,,,,,,
JMA,B16,Mionectes,striaticollis,,,Passeriformes,F,13.49,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,NO,,,,,,,,,,,,
JMA,C295,Myiothlypis,coronatus,,,Passeriformes,M,18.58,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,NO,,,,,,,,,,,,
JMA,C296,Premnornis,guttuliger,,,Passeriformes,U,15.61,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,NO,,,,,,,,,,,,
JMA,C298,Hemispingus,frontalis,,,Passeriformes,U,17.67,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
JMA,C299,Premnornis,guttuliger,,,Passeriformes,U,16.28,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
JMA,C733,Hemispingus,frontalis,,,Passeriformes,U,17.35,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,NO,,,,,,,,,,,,
JMA,C734,Premnornis,guttuliger,,,Passeriformes,U,17.15,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
JMA,C735,Premnornis,guttuliger,,,Passeriformes,U,14.77,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
JMA,C737,Myiophobus,flavicans,,,Passeriformes,U,13.19,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,NO,,,,,,,,,,,,
JMA,C738,Scytalopus,latrans,,,Passeriformes,U,17.96,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
JMA,C740,Myiothlypis,coronatus,,,Passeriformes,U,15.75,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,NO,,,,,,,,,,,,
JMA,C741,Myiothlypis,coronatus,,,Passeriformes,U,15.21,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
JMA,C800,Hemispingus,frontalis,,,Passeriformes,U,18.22,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,NO,,,,,,,,,,,,
JMA,D216,Hemispingus,frontalis,,,Passeriformes,U,18.58,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
JMA,F517,Turdus,serranus,,,Passeriformes,F,NA,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,7640020,2463,NO,,,,,,,,,,,,
JMA,F523,Turdus,serranus,,,Passeriformes,M,78.32,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,NO,,,,,,,,,,,,
JMA,NA,Henicorhina,leucophrys,,,Passeriformes,U,NA,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
JMA,NA,Adelomyia,melanogenys,,,Apodiformes,F,4.42,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,7640020,2463,NO,,,,,,,,,,,,
JMA,NA,Coeligena,coeligena,,,Apodiformes,U,NA,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,NO,,,,,,,,,,,,
JMA,NA,Schistes,albogularis,,,Apodiformes,F,3.46,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
JMA,NA,Heliodoxa,rubinoides,,,Apodiformes,U,7.52,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,NO,,,,,,,,,,,,
JMA,U,Syndactyla,subalaris,,,Passeriformes,F,36.5,2015-05-05T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
JMA,A2100,Mionectes,striaticollis,,,Passeriformes,F,11.84,2015-05-06T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,A2602,Haplospiza,rustica,,,Passeriformes,U,34.41,2015-05-06T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'11.9'',076°04'45.4'',1500,YES,,Universidad Icesi,"E3,59: E3,60",2,,,more 10,0,,,0,
JMA,A2604,Sporophila,funerea,,,Passeriformes,F,24.44,2015-05-06T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'11.9'',076°04'45.4'',1500,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,B17,Xenopipo,flavicapilla,,,Passeriformes,M,18.01,2015-05-06T07:00:00Z,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,7640020,2463,YES,,Universidad Icesi,,0,,,0,0,,,0,
JMA,C1106,Cantorchilus,nigricapillus,,,Passeriformes,U,,2015-05-06T07:00:00Z,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°13'11.9'',076°04'45.4'',1500,YES,,Universidad Icesi,"E3,61",0,,,0,0,1,,,
